Numer konta księgowego,Nazwa konta księgowego,Nazwa dokumentu,Numer dokumentu,Data wystawienia dokumentu,Kwota dokumentu,Kwota WN,Data zapłaty,Dokument rozliczeniowy,Opis wydatku,Podmiot
520-10-022-2-215,Usługi pozostałe,,FV2410547,2024-03-31,660.51,55.04,2024-04-12,WB/133-101/24/0021/3,niszczenie dokumentów - archiwum,RHENUS OFFICE SYSTEMS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-215,Usługi pozostałe,,10/02/2024 duplikat,2024-04-23,3690.0,246.0,2024-04-24,WB/133-101/24/0023/2,prowadzenie zagadnień z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,14/04/2024,2024-04-30,3690.0,246.0,2024-05-13,WB/133-101/24/0028/2,prowadzenie zagadnień z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,8/05/2024,2024-05-31,3690.0,246.0,2024-06-11,WB/133-101/24/0034/2,prowadzenie zagadnień z zakresu bhp,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,FV2418321,2024-05-31,880.68,62.9,2024-06-17,WB/133-101/24/0035/2,niszczenie dokumentów,RHENUS OFFICE SYSTEMS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-215,Usługi pozostałe,,13/06/2024,2024-06-30,3690.0,246.0,2024-07-25,WB/133-101/24/0045/3,bhp,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,16/07/2024,2024-07-31,3690.0,246.0,2024-08-19,WB/133-101/24/0052/2,prowadzenie zagadnień z bhp,URSZULA PIETRUSZKA ERGO
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/174/01/2024,2024-01-31,4420.0,220.0,2024-02-08,WB/133-101/24/0008/2,badania lekarskie pracowników,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/136/02/2024,2024-02-29,3320.0,300.0,2024-03-11,WB/130-101/24/0055/29,badania lekarskie pracowników,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/151/05/2024,2024-05-31,2830.0,520.0,2024-06-18,WB/130-101/24/0136/8,badania lekarskie,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/179/06/2024,2024-06-30,2320.0,200.0,2024-07-09,WB/133-101/24/0042/2,Badania lekarskie,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/157/07/2024,2024-07-31,1790.0,250.0,2024-08-06,WB/133-101/24/0051/6,badania lekarskie pracowników,Salveo Sp. z o.o.
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,1/01/2024,2024-01-02,3650.0,2200.0,2024-01-18,WB/133-101/24/0002/5,szkolenie BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,WE1/2024/425943,2024-03-28,171.5,68.6,2024-04-16,WB/130-101/24/0086/23,Klub inspiracji - zwrot dla Jolanty Błochowiak,PKP Intercity S. A.
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,WE1/2024/403304,2024-03-23,176.4,88.2,2024-04-16,WB/130-101/24/0086/23,Klub inspiracji - zwrot dla Jolanty Błochowiak,PKP Intercity S. A.
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,1/05/2024,2024-05-07,1400.0,150.0,2024-06-03,WB/130-101/24/0124/84,szkolenia z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,6/07/2024,2024-07-02,2650.0,550.0,2024-07-25,WB/133-101/24/0045/2,szkolenie bhp,URSZULA PIETRUSZKA ERGO
520-10-022-2-602,Ogłoszenia prasowe i rekrutacyjne,,2024/1104727536,2024-03-31,1835.3,109.9,2024-04-10,WB/130-101/24/0081/42,ogłoszenia o pracę,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/46/01/2024,2024-01-31,3204.4,421.77,2024-02-06,WB/130-101/24/0028/76,wod art. spożywcze - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/215/02/2024,2024-02-29,3572.17,558.05,2024-03-07,WB/130-101/24/0052/61,woda art. spożywcze - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/224/03/2024,2024-03-28,4508.2,733.94,2024-04-08,WB/130-101/24/0079/36,art. spożywcze - woda - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/221/04/2024,2024-04-30,4147.81,574.04,2024-05-08,WB/130-101/24/0105/123,woda art. spożywcze - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/221/05/2024,2024-05-31,4748.05,366.17,2024-06-12,WB/130-101/24/0132/20,woda,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/233/06/2024,2024-06-28,4406.11,733.94,2024-08-06,WB/133-101/24/0051/2,woda,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/208/07/2024,2024-07-31,1883.38,542.06,2024-08-06,WB/133-101/24/0051/4,woda lipiec 2024,DDW SERWIS Marek Terlikowski
520-10-022-2-910,Koszty podróży służbowych,,WE1/2024/217819,2024-03-18,159.6,53.2,2024-03-19,WB/130-101/24/0062/52,Konferencja - bilety Wrocław-Warszawa - zwrot dla Jolanta Błochowiak,PKP Intercity S. A.
520-10-022-2-910,Koszty podróży służbowych,,WE1/2024/217816,2024-03-18,159.6,53.2,2024-03-19,WB/130-101/24/0062/52,Konferencja - bilety PKP - zwrot dla Jolanty Błochowiak,PKP Intercity S. A.
520-10-022-2-910,Koszty podróży służbowych,,F0013/2024,2024-03-17,780.0,260.0,2024-03-19,WB/130-101/24/0062/61,Konferencja - noclegi - zwrot dla Jolanty Błochowiak,"DOROTA PĘKALSKA ""NOWOGRODZKA"""
520-10-022-1-101,Zużycie materiałów biurowych,,FV/3238/07/2024,2024-07-01,332.84,332.84,2024-07-31,WB/133-127/24/9139/1,pieczątki,PHPU Kseromax Sp. z o.o.
540-30-044-1-103,Koszty delegacji,,FV/5899/06/2024,2024-06-24,3151.03,3151.03,2024-07-22,WB/133-127/24/4816/1,koszty delegacji,Firma Drukarska XYZ
560-50-066-1-105,Transport i spedycja,,4183/2024,2024-08-17,282.85,282.85,2024-08-26,WB/133-127/24/3134/2,logistyka,
560-50-066-1-105,Transport i spedycja,,FV/7692/02/2024,2024-02-17,2005.98,2005.98,2024-02-29,RZ/2024/02/8564,przewóz towarów,
580-70-088-1-107,Inne wydatki,,FV/3889/04/2024,2024-04-05,995.67,995.67,2024-04-08,RZ/2024/04/9455,inne,Firma Drukarska XYZ
580-70-088-1-107,Inne wydatki,,3306/2024,2024-07-19,943.97,943.97,2024-08-13,RZ/2024/07/3023,inne,Firma Drukarska XYZ
550-40-055-1-104,Reklama i marketing,,5780/2024,2024-10-06,4906.86,4906.86,2024-10-23,RZ/2024/10/2743,kampania reklamowa,Centrum Serwisowe
570-60-077-1-106,Zakupy IT,,6092/2024,2024-01-06,4335.0,4335.0,2024-01-09,WB/133-127/24/8056/2,sprzęt komputerowy,
520-10-022-1-101,Zużycie materiałów biurowych,,FV/6861/08/2024,2024-08-29,189.96,189.96,2024-09-03,WB/133-127/24/6445/2,ksero,Firma Drukarska XYZ
530-20-033-1-102,Usługi obce,,2639/2024,2024-10-30,811.5,811.5,2024-11-12,WB/133-127/24/8169/1,usługi serwisowe,Centrum Serwisowe
580-70-088-1-107,Inne wydatki,,2306/2024,2024-07-01,922.33,922.33,2024-07-22,WB/133-127/24/3493/2,niekategoryzowane wydatki,MASTER BIURO S.C. MAREK KUROWSKI
520-10-022-1-101,Zużycie materiałów biurowych,,FV/4796/06/2024,2024-06-23,1072.91,1072.91,2024-06-25,WB/133-127/24/4612/2,artykuły biurowe,Tech Solutions Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/3492/05/2024,2024-05-17,1051.03,1051.03,2024-05-31,RZ/2024/05/8434,kampania reklamowa,PHPU Kseromax Sp. z o.o.
580-70-088-1-107,Inne wydatki,,6128/2024,2024-07-12,511.31,511.31,2024-07-17,RZ/2024/07/6302,inne,Biuro Administracji Sp. z o.o.
570-60-077-1-106,Zakupy IT,,FV/5020/07/2024,2024-07-16,8990.27,8990.27,2024-07-27,WB/133-127/24/0612/2,sprzęt komputerowy,
550-40-055-1-104,Reklama i marketing,,FV/6723/04/2024,2024-04-30,3888.46,3888.46,2024-05-26,WB/133-127/24/4535/2,kampania reklamowa,
580-70-088-1-107,Inne wydatki,,3161/2024,2024-10-26,522.23,522.23,2024-11-05,RZ/2024/10/1793,inne,MASTER BIURO S.C. MAREK KUROWSKI
530-20-033-1-102,Usługi obce,,FV/9290/06/2024,2024-06-03,882.62,882.62,2024-06-22,WB/133-127/24/3546/1,przegląd techniczny,PHPU Kseromax Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/4074/01/2024,2024-01-23,2224.91,2224.91,2024-02-06,WB/133-127/24/4876/2,kampania reklamowa,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,FV/4160/09/2024,2024-09-07,3076.18,3076.18,2024-10-07,RZ/2024/09/5288,koszty delegacji,Biuro Administracji Sp. z o.o.
530-20-033-1-102,Usługi obce,,7795/2024,2024-05-19,1458.33,1458.33,2024-05-26,WB/133-127/24/7085/1,serwis komputerowy,
520-10-022-1-101,Zużycie materiałów biurowych,,3592/2024,2024-01-21,1413.44,1413.44,2024-01-30,RZ/2024/01/3291,materiały biurowe,
560-50-066-1-105,Transport i spedycja,,5515/2024,2024-11-21,635.03,635.03,2024-12-10,RZ/2024/11/2521,logistyka,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,FV/5233/08/2024,2024-08-21,1869.53,1869.53,2024-09-09,WB/133-127/24/8478/2,serwis komputerowy,Natalia Stankiewicz Merea
550-40-055-1-104,Reklama i marketing,,3312/2024,2024-11-23,1132.3,1132.3,2024-12-23,RZ/2024/11/2084,reklama i marketing,
540-30-044-1-103,Koszty delegacji,,FV/5118/03/2024,2024-03-02,1105.53,1105.53,2024-04-01,WB/133-127/24/3590/2,koszty delegacji,
530-20-033-1-102,Usługi obce,,FV/6489/01/2024,2024-01-04,836.57,836.57,2024-02-01,WB/133-127/24/1801/1,serwis komputerowy,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,FV/3572/08/2024,2024-08-13,2309.37,2309.37,2024-08-31,WB/133-127/24/6537/1,koszty delegacji,
540-30-044-1-103,Koszty delegacji,,FV/9765/06/2024,2024-06-26,1692.57,1692.57,2024-07-20,RZ/2024/06/4523,koszty delegacji,
550-40-055-1-104,Reklama i marketing,,8709/2024,2024-06-06,448.06,448.06,2024-06-10,RZ/2024/06/5304,materiały promocyjne,MASTER BIURO S.C. MAREK KUROWSKI
520-10-022-1-101,Zużycie materiałów biurowych,,2861/2024,2024-06-10,1591.89,1591.89,2024-06-11,RZ/2024/06/8327,materiały biurowe,Biuro Administracji Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/4485/06/2024,2024-06-28,1593.09,1593.09,2024-07-12,WB/133-127/24/8098/2,reklama i marketing,Tech Solutions Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,FV/2142/08/2024,2024-08-24,327.45,327.45,2024-09-01,WB/133-127/24/6603/2,ksero,MASTER BIURO S.C. MAREK KUROWSKI
570-60-077-1-106,Zakupy IT,,FV/7624/10/2024,2024-10-18,393.02,393.02,2024-10-23,WB/133-127/24/0146/1,oprogramowanie,Natalia Stankiewicz Merea
550-40-055-1-104,Reklama i marketing,,FV/4756/10/2024,2024-10-04,3875.86,3875.86,2024-10-26,WB/133-127/24/5391/2,reklama i marketing,Firma Drukarska XYZ
520-10-022-1-101,Zużycie materiałów biurowych,,FV/4611/06/2024,2024-06-24,997.99,997.99,2024-07-18,WB/133-127/24/9548/2,papier biurowy,MASTER BIURO S.C. MAREK KUROWSKI
520-10-022-1-101,Zużycie materiałów biurowych,,FV/6976/11/2024,2024-11-07,394.23,394.23,2024-12-02,RZ/2024/11/7519,materiały biurowe,
540-30-044-1-103,Koszty delegacji,,FV/4829/08/2024,2024-08-04,2901.74,2901.74,2024-09-03,WB/133-127/24/5381/1,koszty delegacji,Natalia Stankiewicz Merea
560-50-066-1-105,Transport i spedycja,,7965/2024,2024-05-04,1911.39,1911.39,2024-05-21,WB/133-127/24/7495/2,przewóz towarów,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,FV/7938/07/2024,2024-07-07,1286.78,1286.78,2024-08-02,RZ/2024/07/0683,koszty delegacji,PHPU Kseromax Sp. z o.o.
540-30-044-1-103,Koszty delegacji,,672/2024,2024-08-12,3322.38,3322.38,2024-09-11,WB/133-127/24/8580/1,koszty delegacji,Firma Drukarska XYZ
570-60-077-1-106,Zakupy IT,,9171/2024,2024-05-24,6163.15,6163.15,2024-06-02,RZ/2024/05/9513,sprzęt komputerowy,
550-40-055-1-104,Reklama i marketing,,FV/6522/06/2024,2024-06-08,2278.07,2278.07,2024-07-06,RZ/2024/06/4552,kampania reklamowa,
520-10-022-1-101,Zużycie materiałów biurowych,,2496/2024,2024-05-24,356.87,356.87,2024-06-06,WB/133-127/24/7513/1,pieczątki,Tech Solutions Sp. z o.o.
540-30-044-1-103,Koszty delegacji,,2673/2024,2024-09-29,2240.08,2240.08,2024-10-02,WB/133-127/24/8272/2,koszty delegacji,
560-50-066-1-105,Transport i spedycja,,9970/2024,2024-07-02,1264.67,1264.67,2024-07-14,RZ/2024/07/2033,transport i spedycja,Biuro Administracji Sp. z o.o.
530-20-033-1-102,Usługi obce,,FV/9877/08/2024,2024-08-01,272.32,272.32,2024-08-13,RZ/2024/08/2240,naprawy i konserwacja,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,2198/2024,2024-09-04,708.1,708.1,2024-09-20,WB/133-127/24/4724/2,przegląd techniczny,PHPU Kseromax Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,5822/2024,2024-07-12,2122.7,2122.7,2024-07-29,WB/133-127/24/2292/2,przewóz towarów,
570-60-077-1-106,Zakupy IT,,FV/802/06/2024,2024-06-08,2573.56,2573.56,2024-06-11,RZ/2024/06/8408,sprzęt komputerowy,Natalia Stankiewicz Merea
570-60-077-1-106,Zakupy IT,,FV/605/07/2024,2024-07-07,5255.51,5255.51,2024-07-26,WB/133-127/24/6898/2,oprogramowanie,
530-20-033-1-102,Usługi obce,,FV/2564/08/2024,2024-08-28,161.57,161.57,2024-09-08,WB/133-127/24/0604/1,naprawy i konserwacja,
530-20-033-1-102,Usługi obce,,FV/2598/07/2024,2024-07-16,1775.55,1775.55,2024-07-17,RZ/2024/07/1708,naprawy i konserwacja,Biuro Administracji Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,FV/2615/11/2024,2024-11-04,1222.49,1222.49,2024-11-18,RZ/2024/11/2771,transport i spedycja,
520-10-022-1-101,Zużycie materiałów biurowych,,FV/8837/10/2024,2024-10-08,845.99,845.99,2024-10-12,RZ/2024/10/0149,artykuły biurowe,
580-70-088-1-107,Inne wydatki,,FV/7710/07/2024,2024-07-22,405.49,405.49,2024-08-16,WB/133-127/24/8320/1,różne wydatki,Centrum Serwisowe
520-10-022-1-101,Zużycie materiałów biurowych,,FV/9848/09/2024,2024-09-16,316.12,316.12,2024-09-21,WB/133-127/24/3310/1,papier biurowy,Biuro Administracji Sp. z o.o.
540-30-044-1-103,Koszty delegacji,,4138/2024,2024-02-12,2284.59,2284.59,2024-02-26,WB/133-127/24/7634/1,koszty delegacji,Biuro Administracji Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,FV/91/11/2024,2024-11-27,744.04,744.04,2024-12-25,RZ/2024/11/9631,papier biurowy,Biuro Administracji Sp. z o.o.
580-70-088-1-107,Inne wydatki,,5570/2024,2024-05-26,660.61,660.61,2024-06-04,RZ/2024/05/1188,niekategoryzowane wydatki,Tech Solutions Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,4697/2024,2024-06-01,416.86,416.86,2024-06-08,WB/133-127/24/9126/2,logistyka,MASTER BIURO S.C. MAREK KUROWSKI
530-20-033-1-102,Usługi obce,,FV/1046/08/2024,2024-08-14,222.83,222.83,2024-09-08,RZ/2024/08/2174,naprawy i konserwacja,Natalia Stankiewicz Merea
580-70-088-1-107,Inne wydatki,,FV/7402/04/2024,2024-04-20,776.7,776.7,2024-04-26,WB/133-127/24/0129/1,różne wydatki,Biuro Administracji Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,3586/2024,2024-02-17,971.01,971.01,2024-03-08,WB/133-127/24/5076/2,materiały biurowe,Biuro Administracji Sp. z o.o.
540-30-044-1-103,Koszty delegacji,,4936/2024,2024-09-29,909.42,909.42,2024-10-20,RZ/2024/09/0066,koszty delegacji,Firma Drukarska XYZ
560-50-066-1-105,Transport i spedycja,,5452/2024,2024-02-03,1571.87,1571.87,2024-02-16,RZ/2024/02/8085,transport i spedycja,Tech Solutions Sp. z o.o.
580-70-088-1-107,Inne wydatki,,FV/9744/10/2024,2024-10-31,292.02,292.02,2024-11-03,WB/133-127/24/3242/1,niekategoryzowane wydatki,Firma Drukarska XYZ
550-40-055-1-104,Reklama i marketing,,FV/5811/01/2024,2024-01-24,2309.46,2309.46,2024-01-31,RZ/2024/01/7510,reklama i marketing,Biuro Administracji Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,8457/2024,2024-02-08,1955.1,1955.1,2024-02-13,WB/133-127/24/8530/2,materiały biurowe,
520-10-022-1-101,Zużycie materiałów biurowych,,FV/8718/11/2024,2024-11-20,116.48,116.48,2024-12-14,RZ/2024/11/1842,materiały biurowe,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,FV/2340/03/2024,2024-03-12,2505.9,2505.9,2024-03-16,RZ/2024/03/5673,usługi serwisowe,
530-20-033-1-102,Usługi obce,,FV/6093/10/2024,2024-10-11,1226.88,1226.88,2024-11-05,RZ/2024/10/8596,serwis komputerowy,
540-30-044-1-103,Koszty delegacji,,FV/9462/04/2024,2024-04-01,3105.8,3105.8,2024-04-18,RZ/2024/04/9516,koszty delegacji,
570-60-077-1-106,Zakupy IT,,2404/2024,2024-09-13,8335.03,8335.03,2024-10-05,RZ/2024/09/5937,zakupy IT,Firma Drukarska XYZ
550-40-055-1-104,Reklama i marketing,,FV/4154/05/2024,2024-05-10,3771.8,3771.8,2024-06-01,RZ/2024/05/1224,kampania reklamowa,
560-50-066-1-105,Transport i spedycja,,9592/2024,2024-08-15,2066.49,2066.49,2024-09-07,RZ/2024/08/4124,transport i spedycja,
580-70-088-1-107,Inne wydatki,,FV/4847/01/2024,2024-01-26,483.85,483.85,2024-02-02,RZ/2024/01/7661,różne wydatki,
520-10-022-1-101,Zużycie materiałów biurowych,,8743/2024,2024-01-07,993.14,993.14,2024-01-08,RZ/2024/01/9126,materiały biurowe,MASTER BIURO S.C. MAREK KUROWSKI
580-70-088-1-107,Inne wydatki,,367/2024,2024-10-29,162.26,162.26,2024-11-27,WB/133-127/24/9115/1,niekategoryzowane wydatki,Tech Solutions Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,1975/2024,2024-02-26,1943.7,1943.7,2024-03-04,WB/133-127/24/2346/2,logistyka,Centrum Serwisowe
570-60-077-1-106,Zakupy IT,,5243/2024,2024-06-02,6399.18,6399.18,2024-06-12,WB/133-127/24/7900/2,sprzęt komputerowy,Centrum Serwisowe
570-60-077-1-106,Zakupy IT,,4931/2024,2024-03-07,5952.11,5952.11,2024-03-23,RZ/2024/03/1839,sprzęt komputerowy,Biuro Administracji Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,728/2024,2024-11-28,785.23,785.23,2024-12-15,RZ/2024/11/1530,logistyka,Centrum Serwisowe
520-10-022-1-101,Zużycie materiałów biurowych,,4713/2024,2024-08-27,346.07,346.07,2024-09-21,WB/133-127/24/2976/1,materiały biurowe,Biuro Administracji Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,7884/2024,2024-07-27,1165.87,1165.87,2024-08-14,WB/133-127/24/5748/1,logistyka,Firma Drukarska XYZ
560-50-066-1-105,Transport i spedycja,,FV/2331/07/2024,2024-07-11,799.98,799.98,2024-07-20,RZ/2024/07/2980,przewóz towarów,Tech Solutions Sp. z o.o.
570-60-077-1-106,Zakupy IT,,FV/965/08/2024,2024-08-28,590.8,590.8,2024-09-11,RZ/2024/08/2297,oprogramowanie,Centrum Serwisowe
580-70-088-1-107,Inne wydatki,,FV/7579/06/2024,2024-06-10,999.28,999.28,2024-06-14,WB/133-127/24/2520/1,niekategoryzowane wydatki,Centrum Serwisowe
580-70-088-1-107,Inne wydatki,,7664/2024,2024-11-19,126.04,126.04,2024-12-05,WB/133-127/24/3766/1,niekategoryzowane wydatki,MASTER BIURO S.C. MAREK KUROWSKI
580-70-088-1-107,Inne wydatki,,FV/9804/11/2024,2024-11-30,900.4,900.4,2024-12-15,WB/133-127/24/9278/2,niekategoryzowane wydatki,Centrum Serwisowe
540-30-044-1-103,Koszty delegacji,,FV/615/01/2024,2024-01-23,2764.93,2764.93,2024-02-22,RZ/2024/01/2136,koszty delegacji,Natalia Stankiewicz Merea
580-70-088-1-107,Inne wydatki,,3694/2024,2024-01-30,349.58,349.58,2024-02-14,WB/133-127/24/9189/2,niekategoryzowane wydatki,MASTER BIURO S.C. MAREK KUROWSKI
550-40-055-1-104,Reklama i marketing,,4126/2024,2024-11-06,2751.65,2751.65,2024-12-02,RZ/2024/11/3440,kampania reklamowa,Firma Drukarska XYZ
580-70-088-1-107,Inne wydatki,,FV/5016/06/2024,2024-06-12,743.53,743.53,2024-06-16,WB/133-127/24/5139/2,inne,Biuro Administracji Sp. z o.o.
570-60-077-1-106,Zakupy IT,,FV/6298/11/2024,2024-11-14,2445.45,2445.45,2024-12-06,RZ/2024/11/4938,oprogramowanie,MASTER BIURO S.C. MAREK KUROWSKI
540-30-044-1-103,Koszty delegacji,,5186/2024,2024-06-03,3001.41,3001.41,2024-06-12,WB/133-127/24/6422/2,koszty delegacji,Biuro Administracji Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,5144/2024,2024-01-19,1357.0,1357.0,2024-02-07,RZ/2024/01/8312,materiały biurowe,
520-10-022-1-101,Zużycie materiałów biurowych,,3372/2024,2024-06-11,840.41,840.41,2024-06-29,RZ/2024/06/5137,artykuły biurowe,MASTER BIURO S.C. MAREK KUROWSKI
520-10-022-1-101,Zużycie materiałów biurowych,,325/2024,2024-03-09,224.75,224.75,2024-03-14,RZ/2024/03/3837,pieczątki,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,3389/2024,2024-06-23,652.55,652.55,2024-07-16,WB/133-127/24/7308/2,naprawy i konserwacja,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,FV/1747/07/2024,2024-07-30,1290.91,1290.91,2024-08-22,RZ/2024/07/5429,koszty delegacji,
530-20-033-1-102,Usługi obce,,2724/2024,2024-09-29,174.69,174.69,2024-10-23,WB/133-127/24/0043/2,przegląd techniczny,Centrum Serwisowe
560-50-066-1-105,Transport i spedycja,,4536/2024,2024-02-13,722.03,722.03,2024-02-16,WB/133-127/24/0852/2,logistyka,Centrum Serwisowe
540-30-044-1-103,Koszty delegacji,,FV/6202/05/2024,2024-05-30,1738.8,1738.8,2024-06-02,WB/133-127/24/4911/1,koszty delegacji,Centrum Serwisowe
560-50-066-1-105,Transport i spedycja,,5864/2024,2024-01-24,240.44,240.44,2024-02-04,WB/133-127/24/7687/1,przewóz towarów,
560-50-066-1-105,Transport i spedycja,,FV/810/02/2024,2024-02-14,362.31,362.31,2024-03-01,RZ/2024/02/7994,przewóz towarów,MASTER BIURO S.C. MAREK KUROWSKI
520-10-022-1-101,Zużycie materiałów biurowych,,FV/5110/08/2024,2024-08-20,334.19,334.19,2024-09-12,WB/133-127/24/5592/1,ksero,Centrum Serwisowe
560-50-066-1-105,Transport i spedycja,,9997/2024,2024-02-22,1161.55,1161.55,2024-02-25,RZ/2024/02/5872,przewóz towarów,Biuro Administracji Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,3412/2024,2024-07-27,1926.26,1926.26,2024-08-20,RZ/2024/07/4598,transport i spedycja,
550-40-055-1-104,Reklama i marketing,,1276/2024,2024-02-10,3236.71,3236.71,2024-02-16,WB/133-127/24/0499/1,reklama i marketing,Biuro Administracji Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,4906/2024,2024-10-09,277.66,277.66,2024-11-07,WB/133-127/24/0621/1,ksero,
530-20-033-1-102,Usługi obce,,4891/2024,2024-01-14,1674.91,1674.91,2024-01-31,RZ/2024/01/8391,naprawy i konserwacja,Tech Solutions Sp. z o.o.
570-60-077-1-106,Zakupy IT,,4189/2024,2024-09-09,3502.79,3502.79,2024-10-05,RZ/2024/09/1899,zakupy IT,Biuro Administracji Sp. z o.o.
580-70-088-1-107,Inne wydatki,,FV/9348/03/2024,2024-03-18,487.72,487.72,2024-03-22,RZ/2024/03/1301,inne,PHPU Kseromax Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,6389/2024,2024-04-21,805.01,805.01,2024-04-27,RZ/2024/04/8467,transport i spedycja,Centrum Serwisowe
550-40-055-1-104,Reklama i marketing,,FV/1151/09/2024,2024-09-27,1274.31,1274.31,2024-10-19,WB/133-127/24/1527/1,reklama i marketing,
540-30-044-1-103,Koszty delegacji,,7583/2024,2024-01-06,674.85,674.85,2024-01-12,WB/133-127/24/1520/1,koszty delegacji,
530-20-033-1-102,Usługi obce,,1298/2024,2024-10-15,1530.19,1530.19,2024-10-31,RZ/2024/10/6068,usługi serwisowe,Centrum Serwisowe
560-50-066-1-105,Transport i spedycja,,2350/2024,2024-07-29,701.82,701.82,2024-08-22,RZ/2024/07/8522,logistyka,
550-40-055-1-104,Reklama i marketing,,5002/2024,2024-09-11,1633.0,1633.0,2024-09-17,RZ/2024/09/5184,kampania reklamowa,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,FV/2404/10/2024,2024-10-30,1909.99,1909.99,2024-11-04,WB/133-127/24/5875/2,usługi serwisowe,Firma Drukarska XYZ
530-20-033-1-102,Usługi obce,,2926/2024,2024-07-10,1330.35,1330.35,2024-07-13,RZ/2024/07/1474,przegląd techniczny,
570-60-077-1-106,Zakupy IT,,FV/7381/02/2024,2024-02-12,3175.36,3175.36,2024-03-05,RZ/2024/02/2422,zakupy IT,Tech Solutions Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,2174/2024,2024-04-13,3382.04,3382.04,2024-04-21,WB/133-127/24/0090/2,reklama i marketing,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,2599/2024,2024-04-08,240.42,240.42,2024-05-07,RZ/2024/04/3437,serwis komputerowy,
520-10-022-1-101,Zużycie materiałów biurowych,,57/2024,2024-07-20,730.95,730.95,2024-07-23,WB/133-127/24/6599/2,artykuły biurowe,Tech Solutions Sp. z o.o.
