Numer konta księgowego,Nazwa konta księgowego,Nazwa dokumentu,Numer dokumentu,Data wystawienia dokumentu,Kwota dokumentu,Kwota WN,Data zapłaty,Dokument rozliczeniowy,Opis wydatku,Podmiot
520-10-022-2-215,Usługi pozostałe,,FV2418321,2024-05-31,880.68,62.9,2024-06-17,WB/133-101/24/0035/2,niszczenie dokumentów,RHENUS OFFICE SYSTEMS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-215,Usługi pozostałe,,13/06/2024,2024-06-30,3690,246,2024-07-25,WB/133-101/24/0045/3,bhp,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,16/07/2024,2024-07-31,3690,246,2024-08-19,WB/133-101/24/0052/2,prowadzenie zagadnień z bhp,URSZULA PIETRUSZKA ERGO
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/174/01/2024,2024-01-31,4420,220,2024-02-08,WB/133-101/24/0008/2,badania lekarskie pracowników,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/136/02/2024,2024-02-29,3320,300,2024-03-11,WB/130-101/24/0055/29,badania lekarskie pracowników,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/151/05/2024,2024-05-31,2830,520,2024-06-18,WB/130-101/24/0136/8,badania lekarskie,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/179/06/2024,2024-06-30,2320,200,2024-07-09,WB/133-101/24/0042/2,Badania lekarskie,Salveo Sp. z o.o.
520-10-022-2-530,Pozostałe świadczenia na rzecz pracowników,,RA/157/07/2024,2024-07-31,1790,250,2024-08-06,WB/133-101/24/0051/6,badania lekarskie pracowników,Salveo Sp. z o.o.
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,1/01/2024,2024-01-02,3650,2200,2024-01-18,WB/133-101/24/0002/5,szkolenie BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,WE1/2024/425943,2024-03-28,171.5,68.6,2024-04-16,WB/130-101/24/0086/23,Klub inspiracji - zwrot dla Jolanty Błochowiak,PKP Intercity S. A.
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,WE1/2024/403304,2024-03-23,176.4,88.2,2024-04-16,WB/130-101/24/0086/23,Klub inspiracji - zwrot dla Jolanty Błochowiak,PKP Intercity S. A.
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,1/05/2024,2024-05-07,1400,150,2024-06-03,WB/130-101/24/0124/84,szkolenia z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-540,Świadczenia - Szkolenia pracowników,,6/07/2024,2024-07-02,2650,550,2024-07-25,WB/133-101/24/0045/2,szkolenie bhp,URSZULA PIETRUSZKA ERGO
520-10-022-2-602,Ogłoszenia prasowe i rekrutacyjne,,2024/1104727536,2024-03-31,1835.3,109.9,2024-04-10,WB/130-101/24/0081/42,ogłoszenia o pracę,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/46/01/2024,2024-01-31,3204.4,421.77,2024-02-06,WB/130-101/24/0028/76,wod art. spożywcze - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/215/02/2024,2024-02-29,3572.17,558.05,2024-03-07,WB/130-101/24/0052/61,woda art. spożywcze - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/224/03/2024,2024-03-28,4508.2,733.94,2024-04-08,WB/130-101/24/0079/36,art. spożywcze - woda - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/221/04/2024,2024-04-30,4147.81,574.04,2024-05-08,WB/130-101/24/0105/123,woda art. spożywcze - refaktura EDP,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/221/05/2024,2024-05-31,4748.05,366.17,2024-06-12,WB/130-101/24/0132/20,woda,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/233/06/2024,2024-06-28,4406.11,733.94,2024-08-06,WB/133-101/24/0051/2,woda,DDW SERWIS Marek Terlikowski
520-10-022-2-616,Art.Spożywcze ( reprezentacja dotacyjna),,FAS/208/07/2024,2024-07-31,1883.38,542.06,2024-08-06,WB/133-101/24/0051/4,woda lipiec 2024,DDW SERWIS Marek Terlikowski
520-10-022-2-910,Koszty podróży służbowych,,WE1/2024/217819,2024-03-18,159.6,53.2,2024-03-19,WB/130-101/24/0062/52,Konferencja - bilety Wrocław-Warszawa - zwrot dla Jolanta Błochowiak,PKP Intercity S. A.
520-10-022-2-910,Koszty podróży służbowych,,WE1/2024/217816,2024-03-18,159.6,53.2,2024-03-19,WB/130-101/24/0062/52,Konferencja - bilety PKP - zwrot dla Jolanty Błochowiak,PKP Intercity S. A.
520-10-022-2-910,Koszty podróży służbowych,,F0013/2024,2024-03-17,780,260,2024-03-19,WB/130-101/24/0062/61,Konferencja - noclegi - zwrot dla Jolanty Błochowiak,"DOROTA PĘKALSKA ""NOWOGRODZKA"""
